"text","likeCount","reply"
"不管怎樣，愛情中是會對愛的人設身處地著想，不會一直讓對方付出。所以不要那樣一頭熱，我是位阿姨了，看多了，感情只有在黑暗時，見真章。",1,FALSE
"濾鏡可以，實況。中國明星也是，沒濾鏡，那就是",1,TRUE
"好歹也a個低胸 咩 果然是沒誠意",1,TRUE
"現在流行學台女哦",2,FALSE
"賤妹",0,FALSE
"說對不起他人還會回來嗎",0,FALSE
"說一句對不起人還會復活嗎",2,FALSE
"真人版惡女",2,FALSE
"開場鎖喉啊",0,FALSE
"你到底準備把我丢在這裡多久，我真的破防了 祝你在天堂上滿滿的麥當勞吃 下輩子記得愛人先愛己 晚安胖貓",12,FALSE
"那個人不是真心道歉的說,只是想免除自己責任而已......................",5,FALSE
"大陸焦點？ 中共同路人！退訂黑單！",0,FALSE
"直播打賞，超過200萬台幣，比比皆是，連真人都沒見到，都有""使用""到了，是有甚麼想不開？",0,FALSE
"呵呵 太傻太天真 但自殺是懦夫才會做的事情 我也不會講甚麼好可憐之類的 這女人你早知道他的手腳只是你麻痺自己 我家中也有人自殺我也是一句話懦弱 不管在哪都一樣 自殺理由千萬但就是逃避罷了",1,FALSE
"道歉是AI做的吧，有人出來闢謠",4,FALSE
"影片裡道歉的不是本人，跟身分證照片上的差距太大，看表情動作很明顯是AI做的",9,FALSE
"男生死不可惜，係佢自己無腦者，关條女嘜撚事，所以下一世咪再咁撚笨啦！",0,FALSE
"女人要是玩起來 惡心到你不要不要了 太髒了",0,FALSE
"对社会认知过于浅薄，希望在天堂能看见世间人情冷暖、 世态炎凉 、人心险恶，从此天堂不做舔狗。",0,FALSE
"交友軟體的正妹能交屎都能吃世界有神",0,FALSE
"就是一個大姐姐套路剛出社會的男孩",2,FALSE
"",1,TRUE
"逝者安息",1,FALSE
"因為男生開始被反噬了",0,TRUE
"這叫沒去東莞嫖過，在20042011年玩過東莞的女人就知道，林志玲和隋棠那種等級的，上了床也就那樣，更何況這叫什麼譚竹的B，根本連林志玲的邊都沾不上",0,FALSE
"誰是胖貓阿",0,FALSE
"這個神級陪玩 胖貓，只是一個她攀上高富帥前的踏腳石而已。 現代男人也要學會愛自己，不要當舔狗，舔狗舔狗舔到一無所有。",6,TRUE
"是重慶，不是四川重慶，重慶早就脫離四川，中央直轄了",1,FALSE
"AI道歉能騙到不少人",1,FALSE
"別貪圖不屬於自己的人事物，就不會被詐",1,FALSE
"一個願打一個願挨就這麼簡單",0,FALSE
"宰肥貓 XD",0,FALSE
"是不是點外賣送過去結果是空的 ! ? 中國人真厲害 !",1,FALSE
"可以笑，可以漠視，可以不同情，可以說他天真。 但是，別說胖猫有錯，他並沒有錯。 如果待人真誠，對感情認真並付出行動的人都有錯，我不敢想現在的三觀被扭曲成什麼樣了。 如果前者有錯難不成自私自利，永遠喜歡佔便宜並且用玩弄感情的人還對了？ 最後再加一句個人的看法，導致這件慘劇第二原因還是家庭問題，胖猫的家庭情况簡直是90後很多孩子的縮影（無論男女），我很懂他的想法，在他自己看來他已經沒有家了，他迫切急切不惜付出一切想找到一個自己的家或者自己活著的錨點，雖然大家大部分可能都是因為兩年51萬這件事情才關注到，但是對於他自己來說錢可能並不是很重要，他並不笨，他也不是不知道自己遇到了壞女人，但是他最後的希望不是以情感挽留，是希望對方看在錢的份上繼續下去。 我很感同身受的主要原因就是我經歷過幾乎一模一樣的事情，而且經歷的年齡也差不多，同樣做代練，同樣給一個人轉錢，只是我沒有他那麼厲害能有那麼多，只是在我快跌入深淵的時候家裡的一個關心的電話把我拉了起來。 逝者已矣，後續其實我已經不關心了，無非是為了錢互相拉扯而已。 願下輩子他能有一個幸福的家庭。",4,FALSE
"跟年紀沒關係吧，有些年紀大的人依舊衝動，而是把愛情看太重",0,TRUE
"這是假的",3,TRUE
"那你還看？",0,TRUE
"中国真正的狐狸精,男人们要小心啊",0,FALSE
"這個不是胖貓女友，是AI合成的",34,FALSE
"看了好難過，很想在這裡罵髒話。希望胖貓一路好走。",10,FALSE
"純情男子的悲歌 左邊那個主播回話好假好敷衍",0,FALSE
"21级刚出新手村被27级降维打击了",1,FALSE
"譚竹真的太渣了，三生三世不會有好感情",1,FALSE
"妖女 仙人跳詐財",1,FALSE
"台灣人說 ""影片"" 不說 ""視頻""",15,TRUE
"可惜了，邁過這個坎以後可能會成為電競高手",1,FALSE
"我是台灣人說視頻怎麼了？",11,TRUE
"以智商來說那不是他賺的錢",0,TRUE
"女人:男人沒錢就是沒有安全感 騙完榨乾之後喔你沒安全感了我要去找更有安全感的男人",2,TRUE
"他下次不敢了",0,FALSE
"這女的是假的 出來蹭熱度的",0,FALSE
"轉生異世界啊",1,TRUE
"沒吧還一堆",0,TRUE
"錢就是女人所謂的安全感",0,TRUE
"投胎富二代了解一下",0,TRUE
"投胎富二代了解一下，200萬?200元",1,TRUE
"咖啡腦子都不錯",0,TRUE
"叫貓的都笨笨的",0,TRUE
"玫瑰瞳鈴眼",1,TRUE
"真正的男人不需要女人",0,TRUE
"還不如去找真正的兄弟",0,TRUE
"不要隨意給無法做到的承諾才是真的",5,TRUE
"邪門歪道 你的現實肉身存在注定上有老母 代代繁衍 你可以說存在男上加男 古代帝王有雙 但絕對不能沒有母儀天下 以人口增速而言 女人數量更重要 反而古代男性數量過多就會透過戰爭衝突淘汰弱者 大範圍掠奪大量女人分配女人 開枝散葉繁衍至今",0,TRUE
"沒錢就別學人家交女友，別苦了人家的寶貝女兒",1,FALSE
"這樣的一個男的不好好珍惜 真的很可惜 看看現在願意花錢又專情的男的有幾個 不要以為漂亮就可以為所欲為 當你真的要穩定下來 那你可能就會淪落到跟這人一樣的心態了",17,FALSE
"帥老闆應該找徵信社查明 該女子是否有跟蹤恐嚇入侵手機資料 拍照當作證據",1,FALSE
"別再胡說八道了 我是台灣人我也會說視頻啊 到底？！",4,TRUE
"妳下去跟他道歉啦 垃圾",0,FALSE
"妳黃伯超嗎 自己代表台灣人?",4,TRUE
"純愛戰士一路好走!",10,FALSE
"這是大陸才會發動的文革@@ 難道你是?",4,TRUE
"就是詐騙阿!!!",0,FALSE
"過來 我幫胖貓懲罰妳",1,FALSE
"欠嘲笑啊 還要社會擦屁股？",0,TRUE
"點外賣？放在那邊臭？",1,FALSE
"看韓劇被判死刑，嘻皮笑臉的播報，合適嗎？專業呢？",0,FALSE
"放心,這女生不會因此收斂的,改個名字傍個大款,往後生活照樣美吱吱",2,FALSE
"誰管你啊! 你移民400年就忘了自己來自河洛?用的還是漢字在那邊裝台灣人???????? 好了拉中國人!",0,TRUE
"用漢字的都不是台灣人!人家原住民才是台灣人",2,TRUE
"我也希望 欺負、利用、踐踏別人真心的人 會有報應",15,TRUE
"但願這世界 欺負、利用、踐踏別人真心的惡人都有報應 愛情或友情皆是 這類惡人一定會有報應！",4,FALSE
"比小粉紅還可悲 還不說視頻勒",0,TRUE
"在台灣這明顯是一種騙局，遇上比較沒錢的網上賣苦拿錢不見面 遇上有家底的第一次見面會醞釀女友感久陪讓你上鉤，之後就是工作忙當藉口 避不見面 或很久見一次 ，但時間都很短 比如半小時 1小時 當然這期間都是持續各種理由要錢 ，等到你被榨乾就跑不理 男人啊 千萬別自作多情!! 他們這些人能套牢的只有富二代、身家至少上億、而且家業持續發達中的 別以為自己一年能賺幾百萬就給自己套上高帽，就算暫時到手! 你要知道 她對象也不會只有你一個 更慘的是這些人背後都是有公司，跟你聊天的都不一定是本人 遇上火山孝子讓一個漂亮妹子出來跟你約會 勾引妳，你可能還自以為行情好",15,FALSE
"能做詐騙了 什麼還騙不了呢",0,FALSE
"喔喔百分之四十，怎麼我不會這麼做，我身邊也沒有任何女性會這麼做？又一個看農場文自慰的厭女仔",0,TRUE
"真心錯付，應該是不要什麽都給，先看看能不能一起吃苦，也要常跟女生在一起，不然感情跟本沒有，連同居也沒有嗎",1,FALSE
"你走错频道了吧",0,TRUE
"人渣",0,FALSE
"，游戏打得这么好，智商比99%的人都高",0,TRUE
"為了一個女的值得嗎",1,FALSE
"蹭熱度吧",0,FALSE
"這女的：騙到這麼多錢，是偶的本事。一副理所當然，毫無愧疚，很中國啊",2,FALSE
"所以她是不是竹子本竹",1,FALSE
"我也遇過一個 花我好幾萬塊請他吃飯旅遊看電影 結果連手都不能碰 我果斷不理她了",2,FALSE
"這都不是新聞嗎？這極具報導價值還可以教育大眾",1,TRUE
"这种女生看以后谁还要",0,FALSE
"我只看標題。 我不像你這麼愛",0,TRUE
"現在女人不簡單，渣的也不少。",9,FALSE
"放心下次她還是會這麼做",3,TRUE
"打從開始那女的就是在利用他而已",1,FALSE
"梦奇：我再也找不到那一位会召唤我的召唤师了",1,FALSE
"這位道歉的女生不是她本人，這是假冒的，騙流量",16,FALSE
"不能說視頻？ 我影片視頻都會說，那我什麼人？",2,TRUE
"这个假的",0,FALSE
"姐姐啊，重庆不是四川的。。。 这个诈骗女不送进监狱真的是天理不容。",0,FALSE
"女方自己轉的你說有沒有良心",2,TRUE
"還有人AI搞道歉影片，騙流量。",1,FALSE
"故意引胖猫去重庆跳江的吧",1,FALSE
"真的是可悲文化抵制，整天在搞對立",5,TRUE
"唉。連砲都沒打到。太純了沒察覺到是詐騙嗎？",0,FALSE
"你被騙過？",1,TRUE
"看來是兩岸一家親",6,TRUE
"殺至親判無期，恐龍法官無良",0,FALSE
"譚盂",0,FALSE
"我女的，也相當厭惡這女的行為",3,TRUE
"中国是骗子社会 互害社会 永远不要轻易交出真心",0,TRUE
"支持！！",0,TRUE
"詐騙 一律判死刑 如果在古代 就是 誅九族",0,FALSE
"你抓到重點了",1,TRUE
"所以原住民叫做原住民",1,TRUE
"可惜了這麼好的男人。",6,FALSE
"女性是否受到起诉？有人说她活了下来。如果真的发生了，我觉得这真的太可怕了。",1,FALSE
"所以現在400年前來的漢人叫做外省人 來400年自己來自哪裡心理沒點B數總把自己當台灣人還自稱本省人",0,TRUE
"依我的經驗來看 是95%",0,TRUE
"典型的「撈女」",0,FALSE
"看了直接大破防.... 純愛不是不好 是不會被珍惜 胖貓..... 差點哭出來 ....",1,FALSE
"台灣很多這樣啊",0,FALSE
"太黑暗了，缺少同情心的社会，对一个小女生穷追猛打的，人家都真心知道错了为什么还不放过她？",1,FALSE
"聰明",0,TRUE
"資深民進黨員。 榨乾台灣",0,FALSE
"沒有新聞了嗎？ 用中國芝麻小事來充數？",0,FALSE
"送她760刀可能比較實際",0,FALSE
"噁心，錢吐出來啊，不是很會賺？操",0,FALSE
"好可笑，人都往生了，才在那邊假惺惺。 愛到卡慘死，交往的時候還是要看人品，不要都只是看外表…唉 其實仔細看這個女的，長得雖然不算醜，但看起來人很苛刻(眼神看起來有點冷血)…不是良配。",0,FALSE
"這女的該下18層地獄！",0,FALSE
"钱能要回来吗",0,FALSE
"打妖精還需要道理? 可笑",1,TRUE
"中國綠茶婊",0,FALSE
".7055 大陸人可憐，不信因果報應,但因果報應是大自然現象，不相信，因果報應還是存在啊！",0,TRUE
"而且胖貓其實長得不差耶好可惜的年輕人",0,FALSE
"自己要付出的？",0,FALSE
"可以買一夜情",0,TRUE
"判死刑太便宜她了吧，讓她活著，變成窮人才是對她最大的折磨，她那麼喜愛錢",1,TRUE
"拍這個是要討挨罵的嗎",0,FALSE
"女友真的好漂亮呀",0,FALSE
"小粉紅受此待遇剛剛好",1,FALSE
"對爸媽有這麼孝順嗎？給女友51萬、那父母呢？自己歡喜甘願給錢、然後自己自殺！父母做何感想",0,FALSE
"當舔狗一定是沒好下場",0,FALSE
"肉搜得送他去陪他才能讓胖貓安息！",0,FALSE
"胖貓太傻了，父母親比她重要，為她輕生太不值得啊！",0,FALSE
"女人長點姿色就到處玩弄情感，可以輕鬆自在不勞而獲，壓榨男人，可惡可恥。",0,FALSE
"在北韓看韓劇能死刑，北韓是有多沒人性？",0,FALSE
"情感詐騙厲害的地方是不用受到法律的責任",0,FALSE
"他有見過幾次",0,TRUE
"哈哈!事實怕人傳播喔?",1,TRUE
"多得是",0,TRUE
"本人沒那麼漂亮！",1,TRUE
"騙人的啦！根本沒有報應",2,TRUE
".7055如果摔一跤也算，哎，如果真的信报应才会被不信的人骗",0,TRUE
"去風塵味那麼重可憐的傻小子",1,FALSE
"笨笨的啊，大陸這種情況，彼此沒有結婚，對方不還錢是可以告他的啊",0,FALSE
"這男生也太嫩了",0,FALSE
"只要是人都要懂得保護自己！",2,TRUE
"就是說啊！這樣的人 實在蠻可惡",6,TRUE
"記住，每一個玩弄別人感情的人，都註定會受到命運的玩弄。",6,TRUE
"",0,FALSE
"選愚人節呀",0,FALSE
"你家的故事",0,FALSE
"家屬提告的話在大陸能討回公道讓這渣女受法律處罰嗎？",0,FALSE
"云贵川，湖南湖北的女人，都是这个德行。。远离孔孟道德约束。。。再加上周边少数民族 走婚习俗宽容。。吃了辣椒 有性欲旺盛，而不知廉耻。。。。。",0,FALSE
"沒關係拉因果循環妳這樣對別人妳阿早晚也輪到妳就等妳拉",0,FALSE
"妳的人品已贏過臺灣80%的女性",5,TRUE
"好可憐，願世上這樣的事情少一點",3,FALSE
"一個最無私的人 和 一個最自私的人",5,FALSE
"？？？ 你中文能力是不是有什麼問題？ 你從我這句話中看到了什麼？",2,TRUE
"報道對象都不是本人 這是假冒的",0,FALSE
"人渣女友 不懂爱 猫猫付出自己所有去爱她 她一点都不真惜猫猫真心真意爱 大家不要放过她 她利用爱情骗财 大家一齐网暴她 猫猫 希望你下一世可以找真心爱你的人",1,FALSE
"女方極惡劣。但男方才21歲又這麼會賺錢，錢再賺就有，真的太想不開啊……",2,FALSE
"道歉好假，且濾鏡開好大，還特意穿得很性感。",2,TRUE
"道歉好假，且濾鏡開好大，還特意穿得很性感。",1,FALSE
"「譚竹」未來的代價是什麼？恐怕會換到一生的《守墓者》。",0,FALSE
"貪",0,FALSE
"這條視頻不是被舉報是造假的嗎？譚竹本人照片沒視頻這麼醜",0,FALSE
"我反共，但為方便中國人看我有時也說視頻",1,TRUE
"這不是忘記午間新聞片頭音樂的突即隊國民表舅媽嗎",0,FALSE
"真希望投胎當女的，這時代只要女的長得不差又年輕有身材，錢撈麻了",0,FALSE
"美女那麼多，都撈得到嗎？少數而已",0,TRUE
"除了外貌就看恥度或手腕",0,TRUE
"我有個國中同學，學歷還只是高職夜校畢業 隔代教養，5歲 媽媽改嫁到加拿大過富裕生活 13歲父親癌症過世 之後靠阿公阿嬤帶家裡低收入戶 根本沒什麼財產 她現在28五股買別墅豪車三台到處投資開店，在澳洲凱恩斯還有置產。 這一切是如何做到的？ 我只能說簡單粗暴好用。",0,TRUE
"-dk4ep 要不然咧？愛打仗你帶你家人去打，我祝福你",0,TRUE
"左边的小姐 注意下自己仪态 枪决的要是你自己 再想想你那张嘴说出的那些风凉话",0,FALSE
"左边的小姐 注意下自己仪态 枪决的要是你自己 再想想你那张嘴说出的那些风凉话",0,FALSE
"莫名其妙啊！我從小到大男人都是被嫌棄的！女人都是寶貝啊！我不明白為什麼事實不能夠公開？",2,TRUE
"我哪裡提到事實不能公開...... 你看到了什麼?",1,TRUE
"現在不是穿丁字褲道歉,比較有誠意",0,TRUE
"对",2,TRUE
"胖貓一路好走",0,FALSE
"好人",0,TRUE
"現在記者門檻真低，這女生不是本人都不會查證",1,FALSE
"論噁心 比不過我們的貓貓",0,FALSE
"87",0,FALSE
"爛東西94爛東西_",0,FALSE
"這種就是標準綠茶婊 高手是孤獨的 千萬不要被這種狐狸精型的騙 愛慕虛榮的一堆 挑個醜的心地善良的就好",0,FALSE
"稀有種了，現在多的是影片中的那種女生",1,TRUE
"我說這其實跟當年一胎化有關. 蘇享茂更扯, 可以google看看.",0,FALSE
"台湾人也说视频吗？",0,TRUE
"不是人都走了才出來道歉 有個屁用 道歉是要跟當事人 影片道歉是為了甚麼 腦袋真的有",0,FALSE
"豆菜底",0,FALSE
"這假的",0,FALSE
"東山再起過得比負心人更好才是對負心人最好的復仇",2,FALSE
"災胞真是感動人心 肺腑之言 我想跟你和好 繼續用你的錢",0,FALSE
"要錢一定是假的",0,FALSE
"交往過程,要錢就是有問題",0,FALSE
"她會有報應，等著下地獄吧",0,FALSE
"小心支語警察",0,TRUE
"現在不都是這樣嗎？利用完了就可以滾了",0,FALSE
"逆天發言",2,TRUE
"主要是得想個法律給她定個罪，最少也得把錢都要回來",0,TRUE
"記者都不會求證",3,TRUE
"我之前在Telegram app 被騙去當詐騙集團，被告我是被冤枉的。",0,FALSE
"這就是情感老師常常拍影片說的男生不要當舔狗 不要當供養者 等到結婚以後才付出，結婚前基本請客吃飯雙向感情付出才是王道不然就是流氓 還耍冷暴力？",0,FALSE
"中國人殘暴無情，自求多福吧。",0,FALSE
"恭喜這個外遇女友出名了！一大堆人知道這個壞女人惡行！",0,FALSE
"印象中死者父母和姊姊已經出面澄清不會跟胖貓的前女友和解，這個前女友利用兩年感情時間從胖貓的家裡獲得51萬元人民幣，已經走法律途徑要求胖貓的前女友照價賠償受害者家屬的損失。",2,FALSE
"這位胖貓的前女友道歉表現，別說中國網友不買單，連我都無法原諒胖貓的前女友。",0,FALSE
"幾年前抖音沒傳入台灣的時候沒人在講視頻呵呵",0,TRUE
"這ai",0,TRUE
"要道歉先把濾鏡關掉妝卸掉吧？",0,FALSE
"舔狗",0,FALSE
"這很中國",0,FALSE
"網路就是女的騙財男的騙色只有傻傻的那幾個才會認真",0,FALSE
"看太多這種故事，同樣套路。但永遠有人被騙",0,TRUE
"不該利用別人的善良來滿足自己的私慾。胖貓弟弟是善良的，在最後寧願付出所有，選擇自己結束而不是憤恨去傷害女生，很多類似案件都是寧為玉碎不為瓦全的。",0,FALSE
"我女生朋友很多，基本上都是这样的。我是恋爱脑，都是被男人骗钱。现在感情已经变成零和博弈了，不去骗人就要被骗哎，但我还是相信真爱的",0,FALSE
"女人都愛帥的 帥的又有幾個專情的 被渣完再來討拍拍",1,TRUE
"把女生寵到天上去，以後便只能遙望",0,FALSE
"哈哈...男生真的要好好保護自己 尤其是宅男",0,FALSE
"後悔是....應該要讓金主活著繼續當她的ATM嗎",0,FALSE
"陸女都一個樣",0,FALSE
"中國官方一定要把這個女的抓起來吧，詐騙犯無恥之徒跟我們的爛菜政府一模一樣！",0,FALSE
"，不能說視頻嗎？",0,TRUE
