"text","likeCount","reply"
"Oh well 🏾‍️",0,FALSE
"",0,FALSE
"for now",2,TRUE
"AI, even paid AI, is going to become so incredibly regulated there'll be almost nothing left even worth generating. We'll have to go back to hiring people to create original content. Even those will be incredibly regulated given how woke Big Tech is.",0,FALSE
"and we've got a sitting president reposting it . if this was 2003 we would have thought of a giant prank",22,TRUE
"Google does not care. Their ads are plagued by AI ads that are obviously fake.",0,FALSE
"its a bloodbath but there will indeed be so much shyt that we'll get back to regular content sooner than we think",0,TRUE
"Keep it easy: block everyone on social media who spread desinformation. Even just once.",0,FALSE
"Scary part is it's abuse in court cases. You can frame anyone. Someone really should develop an OPEN SOURCE AI detector. Not some proprietary thing where we have to trust their word giving that entity power themselves.",0,FALSE
"Maybe even a tad higher than that. Like 97.5%",19,TRUE
"Especially when the real news is all shot on a potato camera. It's really hard to tell when the crappy video footage is actually real or not.",0,FALSE
"@Jesse-and-Lillinot with a platform to share their stupidity",16,TRUE
"As seen on tv",0,FALSE
"Ai free speech mf",0,FALSE
"If anyone....NBC would know.",3,FALSE
"These news channels were lying way before AI",0,FALSE
"No, some people believe this stuff is real because it’s so convincing. It should be illegal to make things look like reality because some of it is so subtle and believable it can lead to major consequences. This is not ok",0,FALSE
"How did big tech think these tools were going to be used? Deep fakes are most likely their #1 customer. It’s a race to the bottom of the internet.",0,FALSE
"No, what’s not funny, is how truly STUPID the AVERAGE PERSON IS",1,FALSE
"I think the actual news blurs actual reality far more.",8,FALSE
"You mean like when they told you that there was a COVID virus killing people?",1,TRUE
"The mainstream news has been lying and manipulating us for years. Whats the difference.",0,FALSE
"@InfertileSchizo Definitely closer to 96.2% in my opinion.",30,TRUE
"Don't worry you will be outed soon",0,TRUE
"Yea yea nice hype but I can still recognise the fake easily unless the ai is so good it can synthesise an anime series solely based off my preferences or make a video game just for me on its own without anyone prompting it, I won't consider it as something I should worry about. People can create some awesome stuff with AI but their still easy to tell from actual footage or anime",0,FALSE
"Where's Snopes when you need them?",0,FALSE
"Don't watch fake stuff in a lazy way....the chick on the left is talking goofy stuff, you know it's not real",0,FALSE
"AI is messed up",1,FALSE
"Right, because we’ve never seen fake news before",2,FALSE
"Is this AI?",0,FALSE
"Show me ai news or any major news platform, ill be seeing just as much misinformation either way.",0,FALSE
"People like synthetic medicine, cleaners, body products, and clothing textiles more and this surprise you?",0,FALSE
"Those kids program is out of control.",0,FALSE
"One way to fix this is staying off of the Internet and going back to watching regular TV. One day we will realize how bs social media is.",1,FALSE
"Mentality hand me downs of his image. Real intellectual prayers and worship.. wow",0,FALSE
"I prefer my non AI lies from NBC",18,FALSE
"800,000 thousand years",0,FALSE
"Using false footage to accuse Israel of stuff. Like that doesn't happen all the time",0,FALSE
"​@Jesse-and-LilliNot on the front page, have you ever seen an ai video 's title write ""ai video"" or ""not real"".",4,TRUE
"Congress did this. They allowed the news to lie to us. Just like they allow police to lie to us. This is how coverups and conspiracy theories happen. Our very own government. Now this is what we got. If we cant trust the news or the government to tell the truth then what is next? Our Drs? Our teachers?",0,FALSE
"This isn't much different than what the MSM has been doing for years.",0,FALSE
"This video is AI",0,FALSE
"​@sontho6995no. They will usually mark the source, then the source ends up being a ""parody page.""",0,TRUE
"​@Jesse-and-LilliExactly, putting that clarification in the title ends the misinformation.",2,TRUE
"CGI has existed for decades. The only difference is that it no longer takes a Hollywood production crew to make CGI. Anyone can realistic graphics.",128,FALSE
"How do I know this video is real?",34,FALSE
"AI is not the problem. YOU ARE. Because you don't fact check. It takes all of 3 seconds to verify a video. Stop being so lazy.",1,FALSE
"No it's not. Makes me about 1k a day. You can be mad at AI or you can make money with it. Your choice.",4,TRUE
"So, the concept of living in a simulation isn’t so crazy anymore?",3,FALSE
"@sontho6995 OMG you giant baby. Validating your beliefs is your job not mine.",0,TRUE
"But I do have to pay for realistic effects. The free generators are fun but they always leave a pretty big signature that screams I am fake AI. You gotta pay for good fakes.",8,TRUE
"BOOM. The real fear most people have of AI is it is TOO much like us.",3,TRUE
"Yall natural movement women are just too much. Nobody is stopping you from abandoning everything humans made and living in a cave somehwere, Felecia. I see you still use toxic technology in your natural lifestyle. Imagine that.",0,TRUE
"You are someone. Get to it.",1,TRUE
"Well you just argued for banning meat. All meat. Yeah, let's go with Hera's idea, I like it! BAN ALL MEAT because of CONSEQUENCES.",0,TRUE
"Life is beginning to feel less and less real. Idk. I was born in 90 and it was perfect with less tech. I just simply can’t keep up anymore lol",1,FALSE
"No, it's not. You are just lazy. I dare you to take the time to fact check everything you agree with today.",0,TRUE
"AI is a bunch of brain rot... thank Trump for for supporting the agenda pushing ai this far in creating fake news reports and spinning propaganda",0,FALSE
"​@MarkSav1  naw that definitely fox news EVERYTHING looks like and sounds exactly like Ai on that news network",4,TRUE
"Then you use software to remove the watermark. Causing people to have more faith that your generated content is real.",2,TRUE
"People used to never treat what they saw or heard on the Internet seriously and we are about to go back to those days lol",3450,FALSE
"@NiaLaLa_V So… you’re using ai to scam people and your saying we have the choice to scam, or to not. Not much of a choice now is it?",43,TRUE
"⁠@NiaLaLa_V Please stop scamming people and promote authentic content with real people behind it.",26,TRUE
"Lol the only way to tell the difference was between the scripts. Lol the goverment with its athlete line of bald eagles reporting for duty",0,FALSE
"There really should be a law to prevent certain ai from being used",17,FALSE
"The voices",0,FALSE
"USA Today 6/5/24. “Report: Israel targeted US lawmakers through hundreds of fake social media accounts”",0,FALSE
"This one YouTuber recently took surveillance footage of a customer inside a store and ai generated it to make it look like the customer stole something. It looked 100% real",676,FALSE
"3:40 NBC reporting that NBC got duped by AI video. Just saying.",0,FALSE
"Hollywood is using it",0,TRUE
"I've spend years trying to teach people good informational hygiene and fact checking. ... I feel like it was all in vain now. :/",0,FALSE
"AI for President 2028",0,FALSE
"We aren’t going back anywhere, anytime soon. Misinformation that grabs our attention is about to accelerate",2,TRUE
"When its time to make an actual report for something serious no one will take you serious and you lose all credibility . Especially if zionists fund you its really iver for you all . Time to look for other types of jobs instead of getting caught in the ww3 fires",0,FALSE
"Imagine this becoming easy for 12-13 year olds looking to blackmail their teachers or other classmates. It’s about to get real bad",238,TRUE
"It shouldn't be in the news at all but with how divisive the left and the right are( the people. Not the politicians) I can see both sides news channels wanting to use it to disparage their opposition. Until I can see they having some form of morals I won't be surprised at all when the news stations themselves start knowingly using AI.",0,FALSE
"Yes and that’s why people say there should have been a governing body out laws into place before it’s unleashing… Now it’s too far gone and already here",0,TRUE
"…and this AI is still incredibly young. This is JUST the beginning. We’re cooked.",1454,FALSE
"I agree with you but it will never happen. Ai is going to be more captivating for youngsters and if the older generation doesn’t have them around, life will be very lonely and isolated",0,TRUE
"Caught them using it on FOX’s coverage of the LA “riots.”",0,FALSE
"They used it in Sinners too.",0,TRUE
"This report is trying to hide the fact they use it themselves",0,TRUE
"How do we know this isn’t real?",0,FALSE
"GTA 6 will officially overtake people’s lives",3,TRUE
"@NiaLaLa_Vyou don’t have longevity in what your doing. Enjoy the short fun",18,TRUE
"@NiaLaLa_VI agree but to be fair he did say is becoming. Invest some of that money in learning how to read",3,TRUE
"it didn't create a new video. Instead it actually copied her old video.",0,FALSE
"it's not creating a new video. Instead it is copying her old one from the internet.",9,TRUE
"@72103-i you don't need software. You just need screencapture. You can actually frame the screengrab in such as way that it avoids the watermark. When you use software to removed the watermark there is still an inaudible fingerprint stuck in the audio part of the video and screencapture tends to remove that too. But even that can be removed through multiple layers of processing. With AI generated music the fingerprinting or audio watermark can often be removed through an advanced mastering process for example. The folks at SUNO for example don't like it when you master the output you get their AI because it damages the watermark to the point it becomes almost not detectable.",0,TRUE
"​@NiaLaLa_V that's still way less of a barrier though, and that's the point. You don't need a team of people, you don't even need some photoshop skills. You Just need either a bit of time to save up free credits, or to pay, and that's it. Anyone at all can take the most stupid misinformation and put it out there in an increasingly realistic way. That's a huge difference from when only a few people could Produce something in a convincing way",10,TRUE
"Nutrition label or block chain?",2,FALSE
"At this rate, we'll barely be able to tell any information apart, raising misunderstandings and distrust as a result. A misinformation paradise worse than the current one is on its way.",82,FALSE
"“millions of views” are also AI generated. Don’t go by the view count, that’s not reliable either",0,FALSE
"I use AI on occasion for local news videos. It's like puppetry. I tend to keep the AI watermark on mine. But it is possible to remove for a fee or using screencapture software. The way to verify non original information presented by an Ai broadcast is to look at other sources just as you would for human broadcasts. I also use it for music. This is more of a mix and master kind of thing though as I work with multiple AI platforms, SUNO, Riffusion, and AIVA. and what I do is download the stems and mix stems from the three different platforms together and on occasion with real life stuff. This makes it near impossible to determine if song or instrumental was created by AI so I have to disclose this in the notes. Usually something ""Created using SUNO and Audacity"" and if I use a real instrument I will include that instrument as well. But my recent understanding is that the streaming services, my music is on Spotify, Iheartradio, and other platforms, they access the notes section of the metadata. They should check the notes section because some artists using AI do put notes there indicating they used AI. This is just in case we want to redo it in the future. We can check the metadata to see how we did it the first time. My spotify say the songs have synthesized voices because AI platforms were really just high advanced and autonomous sound and image synthesizers. Some people may have a hesitation to being required to use the term AI which is why it is better to use the term synthesized instead because it means the same thing: artificially created with advanced autonomous software or AAS. Now the million dollar question is: You create a song on different AI platforms. In my case, I use the same tempo, key, instruments, genre, emotions, themes, etc on all three. Then you download the stems from all three. And say you use audacity or reaper and you mix the stems you like together which actually creates something new and which clearly indicates the song was human created or human directed. It also makes it impossible for software to determine if the song was AI generated because while each stem has a watermark, this process can remove the watermark but in most cases damages it to the point that detection algorithms can't see it. This is why you put ""created using SUNO, Riffusion, AIVA, and whatever else you used"" into the metadata. Speaking of which, it turns out that music created this way is copyrightable because of the human input, direction, and arrangement.",0,FALSE
"AI videos can actually be up to 30 to 45 seconds in max length when you use the extend feature or if you use software like clipchamp to sew clips together.",1,FALSE
"These Iran videos have AI all over them. You don't have to look too closely.",0,FALSE
"More reason to ditch the screen",0,FALSE
"Bald eagles as surveillance drones is very American",2,TRUE
"I can’t believe I might actually prefer the world of Idiocracy compared to the one we’re heading into",63,FALSE
"But the fake safe and effective narrative that claimed a jab would stop transmission when the clinical trials showed it would not, was real ?",0,FALSE
"​@tvviewer4500and taking a jab would stop transmission when the clinical trials showed it would not .",0,TRUE
"Remember when the vax prevented the spread. Alabama Man remembers.",0,TRUE
"If you can't tell the difference, you do not belong on the internet",1,FALSE
"plot twist this video is ai and ai doesnt exist",1,FALSE
"Did you really ask if we can tell the difference when the one on the left was talking about training bald eagles lol.",0,FALSE
"Of course democrats would be super concerned about people falling for AI videos. ‍ most other people can tell it’s fake immediately lol",0,FALSE
"As it is , the people don’t trust or believe the media ..",0,FALSE
"Dead Internet Theory is no longer a theory",0,FALSE
"Yeah...this is the stuff that we've been warned about the AI generated stuff. It was inevitable that they'll be able to create news reports that are entirely fictitious, and yet seem totally legitimate. This will definitely put FOX and Friends out of business  gotta laugh because otherwise, this could spell the doom for civil society: do we seek out the truth, or do we just buy whatever lies and AI propaganda that is thrown out way? The truth gets more complicated by the day.",0,FALSE
"Literally less than 5 years in...yeah, this is very worrying stuff. One day, people will really believe that flying saucer came out of the water, and no amount of ""non-AI"" media will convince them otherwise.",0,TRUE
"Well she obviously knows her voice and tone better then you  I'm sure she can't spot certain inflections that she would never do herself.",10,TRUE
"God HATES LIES AND AO DO I... 999",1,FALSE
"​@rebeccacanalesThat's actually not how AI works at all, you should educate yourself. It uses ""machine learning"" to build a library of images and animations to create a brand new ""puppet"" that can be made to do anything. It's completely new, and doesn't use ANY pixels from the library it accumulates. Much like a musician can create a sample they've heard on the radio from scratch, by replaying it over and over and memorizing the details to recreate.",13,TRUE
"4:20 ""Clear AI tells""...a tiny group of pixels coming out of another tiny group of pixels? You'd have to be looking VERY hard to see that magic white vehicle come out of nowhere, that's for sure!",1,FALSE
"NBC, FAKE NEWS",1,FALSE
"There’s no need for ai to do stuff like this",221,FALSE
"Republicans fall for it",0,FALSE
"You mean republicans",0,TRUE
"WE ARE DONE",0,FALSE
"How do I know you’re real?",12,TRUE
"Haha are people this dumb it’s so obvious that it’s ai generated learn to read more books live life it’s incredible easy to pick out this filth",0,FALSE
"It can have disastrous consequences. Already being used by scammers to create fake product postings, videos, or photos of people. Take all your social media down before you become the next target.",0,TRUE
"The text box is is showing text clearly. AI can't logically decode strings of text that well yet.",5,TRUE
"@Yinzer808Yeah definitely",29,TRUE
"That ok I never believe anything on NBC.",0,FALSE
"​@bernlin2000She probably does listen to her own videos many times over.",1,TRUE
"We're quickly heading towards a future where you have to rely on your intuition to see if something is real or not. One thing's for sure, AI cannot escape the Uncanny Valley.",0,FALSE
"This problem is solved in 5 seconds if you use blockchain. Digital signature + a hash of the original video. But sure, let’s have 2 years of chaos bc people won’t do this",0,FALSE
"NBC IS FAKE",0,FALSE
"How is this different that the mainstream medias biased news",2,FALSE
"It actually doesn’t I’ve seen many AI clips and the hands are perfect",7,TRUE
"LOL, ""synthetic media""? Can't force yourselves to say ""fake news""?.....",0,FALSE
"I like how you all tried to sneak in Israel as if one false video means they havent been murdering children in their rampage genocide aka ""conflict""",1,FALSE
"I love it.",0,FALSE
"If only it was about need. But it's about can.",36,TRUE
"One Computer versus server farm",7,TRUE
"As troubling as this is, it is also a distraction. A head fake from the increase of actual unexplained activity happening worldwide. This is part of a signal to noise ratio op.",0,FALSE
"America Babylon land of confusion, im not going to be surprise if they use ai on the rfid chip and fake an alien invasion or false christ and use against black people",0,FALSE
"Call your congressman for global cooperation",3,TRUE
"I said long ago AI will be our end.",0,FALSE
"so your telling me I cant trust the news anymore? no way say it isnt so rofl. maybe people will think for themselves God willing now",0,FALSE
"Can believe nothing on video now very dangerous.",5,TRUE
"Ha! Fake news complaining about fake news! Poetic. 🏻",0,FALSE
"dont believe anything you hear & only ½ of what you see",0,FALSE
"@tvviewer4500I know when you spout your conspiracies at family gatherings they become so tired of you.",19,TRUE
"So doing what the media always does lol",0,FALSE
"And this is why we need heavier regulations and scrutiny on AI.",1,FALSE
"People are morons if u can't tell the difference or know something that's fake",0,FALSE
"overwhelmed",0,TRUE
"What if THIS VIDEO is fake? Loll We're so f**ked",0,FALSE
"​@WW-mf9ss Are you insane??? 95,9 AT MOST!!!!!",1,TRUE
"I think you missed the point lol",1,TRUE
"Stupid is as stupid does",0,FALSE
"How do I know this is real?",0,FALSE
"Maybe this video is also AI generated",0,FALSE
"Rip anchor jobs",0,FALSE
"What is the point of making technology that makes fake videos look indistinguishably real. For me, the point of movies is the writing and acting by the creativity and art of people, of humanity. The point of a short clip is to see actual experiences of real people and actual occurrences in nature and the world. I get disappointed when I realize clips or videos are AI made rather than real. There should be an option to filter out AI created videos. I don't want to not know if something is AI generated or real moments of actual experiences of real people and the physical world. This is making me want to not bother with any social media or browse online content anymore.",0,FALSE
"How do I know anything is real? Am I real?",3,TRUE
"there's a few of them, will they start fighting over ""territory""?",27,TRUE
"Release the Epstein files",0,FALSE
"Im calling it now In 5 yrs its going to be used against those who step outta line",1057,FALSE
"FOX News exclusively has false reports and made up fake scandals that only pea brained people believe.",1,FALSE
"Why feel bad we humans messing thig up in the world chaos is the new cool it seems",0,FALSE
"That obama ai clip",2,FALSE
"Get rid of AI",45,FALSE
"you mean to tell me that a news outlet is shocked that everyone can make fake news now?..the audacity of these people!",0,FALSE
"Who's responsibility is it to disclose if something was AI generated, and by how much? Does it fall on the tools or the people hosting said content?",0,FALSE
"I mean... this isn't new (edit: misinformation with fake images). Watch the movie *WAG THE DOG 1997* w Dustin Hoffman and Robert De Niro. *They video-record a fake war with greenscreen-backdrop, with fake civilian casualities (Kierstin Dunst) running from fake bombs over a fake bridge holding a FAKE CAT, to again create a fake war to district from Political downfall.* Think about even today's paper, or the 90's or 50's or even 1800's or as far back to ancient times BCE.... FAKE HEADLINES, BABY BORN WITH 5 HEADS SURVIVES FOR 3 DAYS with pictures... stuff like that.",1,FALSE
"“Positively horrifying” sounds super weird but yeah AI is walking the line between dangerous and entertaining",12,TRUE
"I'm sorry, if you think a giant spaceship or a giant octopus is appearing, you need help",0,FALSE
"Is not IA, is death: dreams through the valley of death door",0,FALSE
"Is this the real life?. Or is this just fantasy?",0,FALSE
"We need someone to make AI detection. or some kind of AI detector people.",0,FALSE
"Maybe stop teaching reporters to sound like soulless robots.",8,FALSE
"So it’s only okay not to perfectly copy “PROMINENT” people ? What about everyone else ?",0,FALSE
"Melania trump did the “take it down” act at least",2,TRUE
"Boomers are going to eat this up",0,FALSE
"Don't blame the tool, blame the user, the results reflect the state of social moral",0,FALSE
"@NiaLaLa_VYou only like AI because it benefits you, it’s going to drive us to extinction.",0,TRUE
"Overtime it will be completely indistinguishable and Wars, religions, ethnic groups, corporations, celebrities, families etc everything as we know it will eventually come to a bitterend.",0,FALSE
"Heaven protocol: https://youtube.com/shorts/AtFDWrQ_7OM?si=9xGgN8A-1xXlqHY5",0,FALSE
"This news video itself may be entirely AI generated for all we know!",0,FALSE
"Like Eliza Cassan from Deus Ex Human Evolution and Mankind Divided",0,TRUE
"If it's free how do they turn a profit? IBM/ULA/CIA/S&P DataBase",0,FALSE
"It’s really easy to tell what’s fake and not fake still…….. 1. The house damage looks half rendered 0:06 2. I don’t think there’s a random body of water in the middle of the region consisting of Turkey that big 3. If aliens we really coming I highly doubt reporters would be smiling and nodding about it 4. The map of the USA is incorrect in the background there’s not some weird line shooting down from Maine 0:24",0,FALSE
"In order to be this you’re going to need to start putting unattractive people in front of the camera",0,FALSE
"AI is going nowhere because in the future it will do the real news and take your jobs",0,FALSE
"""Hey, there is a bubble"" - The Big Short",0,FALSE
"Hahaha I love this this is what ai is meant for",0,FALSE
"I don't understand why this tech companies would create this instead of tackling real world challenges. These men and women aren't stupid so they must be cahoots with some unknown group because obviously this technology causes more problem than it solves.",0,FALSE
"I’m clocking🏼 out",0,FALSE
"Thats why Trump likes it",47,TRUE
"Maybe people will start reading books again",20,FALSE
"We got Fake news and Trump called it years ago.",0,FALSE
"2:44  NBC patch",0,FALSE
"We need watermarks on all AI photos and videos NOW.",570,FALSE
"@jyon7168 quite the contrary. After they saw me lose the use of half of my body from a childhood vaccine and then saw me recover after having a dozen doctors tell me that I’d be like that forever and require a wheel chair - my family is well aware of how stupid vaccines are and how obvious the effects of vaccines are when they see people like you.",0,TRUE
"⁠@jyon7168do you think cherry coke tastes good? Or do you even know what tasting is?",0,TRUE
"This will play a big part in some capacity in the end of the world",0,FALSE
"this is nothing. wait till skynet gets here.",6,TRUE
"I can tell the difference every time",0,FALSE
"I mean really this isnt that difficult. If our leaders really cared about the effects of AI they would force all AI companies to implement a watermark in all their creations and this issue would be down the toilet in minutes....",207,FALSE
"we need to learn how to identify A.I i guess if its a problem",0,FALSE
"If you watch it on a screen it’s scripted.",0,FALSE
"we shoulda stopped a long time ago but couldn't help ourselves huh",78,FALSE
"They can put whoever face they want on whatever body they choose",0,FALSE
"I do not understand the world we live in anymore.",141,FALSE
"How's it feel to see AI doing your job much easier and cheaper than you?",0,FALSE
"​@NiaLaLa_Vyou have a weak mind, and poor morals",0,TRUE
"The AI voice wasn't quite as high pitched",0,TRUE
"The AI voice wasn't quite as high pitched",0,TRUE
"I wish I lived in the 90s. I don’t care how stupid I sound.",1464,FALSE
"When could you ever trust videos or images? Photoshop, even in its modern form, has existed since the conception of the Internet. Old problem, new face.",0,FALSE
"Please, please replace Trump with an AI",1,FALSE
"Did Donald Trump really upload that fake AI video of Obama? Quite a low life and immature. Even most teenagers are mature than that behavior.",1,FALSE
"I say less than 3 years",89,TRUE
"Remember that you can still join anti-AI organizations.",51,TRUE
"The main problem with AI is that it improves daily in the context of what a regular person takes to achieve the same type of intellectual improvement and its relentless.",23,FALSE
"See SynthID starting at 5:29 in the video",6,TRUE
"@linusmlgtips2123 except an editor can change the text/overlay the normal text template overtop and the underlying video remains AI. video isn't ai tho",2,TRUE
"it already is",126,TRUE
"Technically you still can in parts of South Korea",59,TRUE
"The solutions here only cover larger closed source models owened by large tech companies but there are quite a few open source models that are decent and getting better all the time who have no concerns about censorship or video length.",0,FALSE
"AI: “I identify as real.” ️‍️",6,TRUE
"Already is. There was an AI video of Trump x Elon Musk that played in the White House.",45,TRUE
"“We were so worried about whether or not we could we didn’t stop to think about if we should”",24,TRUE
"@drea409Same way with people being able to pay for gender surgery and plastic surgery altering physical appearances.",0,TRUE
"This is so funny, fake news warning us about other fake news. Hahahaha! These news actors are going out of business and I am giddy with glee.",0,FALSE
"@djGAMEboiSo does CNN. All major news networks don’t tell the whole story, they just report what they want you to see.",0,TRUE
"They use AI too and probably just don’t tell anyone.",3,TRUE
"Wait that’s actually a rlly good idea",7,TRUE
"There are problems with open source AI. One could fork the original remove the watermark segment and we'd be back to square one. Right now the best course of action would be whitelist sources for news. If it's coming from an unknown account assume it's fake until further research is conducted.",44,TRUE
"message to all people of faith. we tried to tell you that the god of your credence does not exist. I hope this serves as evidence.",0,FALSE
"That's just what you deserve to happen to you for being so FAKE when you report ""journalism""",1,FALSE
"One of the oldest sayings I remember ""Don't believe everything you see on TV"" is now ""Don't believe anything you see on TV.""",1646,FALSE
"All that mean is bye-bye news media",0,FALSE
"Exactly",0,TRUE
"With this kind of technology, it could get out of hand and could cause serious damage to other countries!",2,FALSE
"I was, born 1990. You can't choose when your born",29,TRUE
"I thought thermonuclear weapons were the most dangerous thing we created...the implications of AI's future application are terrifying.",47,FALSE
"I believe one day it will be used to make movies and replace real actors and actresses. Think of all the money they'd save instead of paying millions or even thousands of dollars to real human actors. I can only see this a.i. improving more and more, as those at the top want to keep putting more people out of work and replacing them with a.i.",3,TRUE
"This is actually a good thing. People will now need more than one source.",0,FALSE
"Media has been deeply incestuous and fake since the 1970s, reporting 'Earth is a Greenhouse', Saddam was a ""bad, bad man"" and Angelina Jolie married for love.",0,FALSE
"This AI generated clip of Obama, it is so violent. This is a clear sign the US is in an absolute crisis at the moment. Totally insane for a sitting president to threaten in this way.. it is an attack on our country.",0,FALSE
"I haven't laughed as hard since Hillary fell down outside the black van and had to be bodily thrown in, once I logged on to Deep Seek. It's got a hilarious sense of humor.",0,TRUE
"Dancing babies and VRML chat rooms. Nothing new under the sun.",51,TRUE
"Dont worry anyone with sense doesnt beielve anything from the media",0,FALSE
"AI is a tool, like a George Foreman grill. You grill with it. It's the best grill. Everyone says so. If you don't like to grill, get out of line. Leave.",1,TRUE
"Your mom says your hamburger is ready but she's not bringing it down to the basement.",3,TRUE
"instead of using the technology to make stuff that we actually need and save humanity..like cure for cancer and other diseases..we are busy making stuff that we dont need even a bit..FIND CURE FOR CANCER FOR HEAVEN SAKE!",0,FALSE
"Trump is so going to use this next election.",1,FALSE
"She's really saying is now that they have enough images of her in the can, they no longer need her, they can hire Veo3 and a remote programmer in Bangalore. We might have to listen to Stephen Colbert till jokes until the sun goes Nova.",0,TRUE
"This is just the beginning",0,FALSE
"well tech componies care about only one thing and that is profit...if they develope something that solves real world problem..there a person may use the server to solve their problems once adn never come back again to use it..but for generating Ai videos..a person will forver need to come back and create more stuff..like for example making cure for cancer is never profitable than treating people with cancer",0,TRUE
"I hate to break it to you. Number one, it'll be sooner than that number 2. I've known this since the 90s. Sorry to break your gotta burst your bubble.",24,TRUE
"You realize that leaders who would love to sway the public overnight, for whatever political gain, will absolutely use this to their advantage. Why would they create legislation that would make that impossible?",21,TRUE
"It's called having multiple sources. Not rocket science people.",0,FALSE
"You didn't know that a watermark can be removed?",18,TRUE
"It worked for Bush Jr with WTC and worked for Biden with COV. Let's get some fresh talent here.",1,TRUE
